experiment_id,parent_experiment_id,comparison_group_id,question_id,status,dataset_ids,dataset_version,preprocessing_version,split_manifest,random_seeds,initial_representation_id,representation_method_id,model,code_commit,hyperparameters_path,learned_embedding_path,downstream_task,evaluation_metrics_path,runtime_seconds,hardware_software_environment,saved_artifacts_manifest,biological_evaluation_path,reproducibility_status,run_record_path,started_at,finished_at,notes
EXP-LN-A1-ADT-KMEANS-S2718,,P3C-LN_A1-ADT,P3C_INFRASTRUCTURE_VALIDATION,SUCCEEDED,10x_human_lymph_node_A1,PHASE1D_SHA256_MANIFEST,PHASE_3C_CONFIG_FREEZE_2026-09-12,NOT_APPLICABLE_UNSUPERVISED_FULL_DATA,"{""clustering"": 2718, ""metric_subsample"": 0, ""numpy"": 2718, ""python"": 2718, ""representation"": 0}",BASE_SECOND,BASE_SECOND,transparent_baseline,8b5e9d239e910ca0a1efa496442b6d898fc0f6b2,08_experiments/EXP-LN-A1-ADT-KMEANS-S2718/config.yaml,08_experiments/EXP-LN-A1-ADT-KMEANS-S2718/embedding.npz,common_KMeans_clustering,08_experiments/EXP-LN-A1-ADT-KMEANS-S2718/metrics.json,0.14921741600846872,08_experiments/EXP-LN-A1-ADT-KMEANS-S2718/environment.json,08_experiments/EXP-LN-A1-ADT-KMEANS-S2718/saved_artifacts_manifest.json,08_experiments/EXP-LN-A1-ADT-KMEANS-S2718/metrics.json,R3_PROJECT_DATA_BASELINE,08_experiments/EXP-LN-A1-ADT-KMEANS-S2718/provenance.json,2026-09-11T19:24:08.395532+00:00,2026-09-11T19:24:08.544991+00:00,SCIENTIFIC_BASELINE_RUN; K from reference annotation count is privileged; source X semantics and coordinate units remain UNKNOWN; runtime excludes shared representation build
EXP-LN-A1-ADT-KMEANS-S31415,,P3C-LN_A1-ADT,P3C_INFRASTRUCTURE_VALIDATION,SUCCEEDED,10x_human_lymph_node_A1,PHASE1D_SHA256_MANIFEST,PHASE_3C_CONFIG_FREEZE_2026-09-12,NOT_APPLICABLE_UNSUPERVISED_FULL_DATA,"{""clustering"": 31415, ""metric_subsample"": 0, ""numpy"": 31415, ""python"": 31415, ""representation"": 0}",BASE_SECOND,BASE_SECOND,transparent_baseline,8b5e9d239e910ca0a1efa496442b6d898fc0f6b2,08_experiments/EXP-LN-A1-ADT-KMEANS-S31415/config.yaml,08_experiments/EXP-LN-A1-ADT-KMEANS-S31415/embedding.npz,common_KMeans_clustering,08_experiments/EXP-LN-A1-ADT-KMEANS-S31415/metrics.json,0.17890037500183098,08_experiments/EXP-LN-A1-ADT-KMEANS-S31415/environment.json,08_experiments/EXP-LN-A1-ADT-KMEANS-S31415/saved_artifacts_manifest.json,08_experiments/EXP-LN-A1-ADT-KMEANS-S31415/metrics.json,R3_PROJECT_DATA_BASELINE,08_experiments/EXP-LN-A1-ADT-KMEANS-S31415/provenance.json,2026-09-11T19:24:08.604455+00:00,2026-09-11T19:24:08.783558+00:00,SCIENTIFIC_BASELINE_RUN; K from reference annotation count is privileged; source X semantics and coordinate units remain UNKNOWN; runtime excludes shared representation build
EXP-LN-A1-CONCAT-KMEANS-S1729,,P3C-LN_A1-CONCAT,P3C_INFRASTRUCTURE_VALIDATION,SUCCEEDED,10x_human_lymph_node_A1,PHASE1D_SHA256_MANIFEST,PHASE_3C_CONFIG_FREEZE_2026-09-12,NOT_APPLICABLE_UNSUPERVISED_FULL_DATA,"{""clustering"": 1729, ""metric_subsample"": 0, ""numpy"": 1729, ""python"": 1729, ""representation"": 0}",BASE_CONCAT,BASE_CONCAT,transparent_baseline,8b5e9d239e910ca0a1efa496442b6d898fc0f6b2,08_experiments/EXP-LN-A1-CONCAT-KMEANS-S1729/config.yaml,08_experiments/EXP-LN-A1-CONCAT-KMEANS-S1729/embedding.npz,common_KMeans_clustering,08_experiments/EXP-LN-A1-CONCAT-KMEANS-S1729/metrics.json,6.306405084003927,08_experiments/EXP-LN-A1-CONCAT-KMEANS-S1729/environment.json,08_experiments/EXP-LN-A1-CONCAT-KMEANS-S1729/saved_artifacts_manifest.json,08_experiments/EXP-LN-A1-CONCAT-KMEANS-S1729/metrics.json,R3_PROJECT_DATA_BASELINE,08_experiments/EXP-LN-A1-CONCAT-KMEANS-S1729/provenance.json,2026-09-11T19:24:08.842564+00:00,2026-09-11T19:24:15.149199+00:00,SCIENTIFIC_BASELINE_RUN; K from reference annotation count is privileged; source X semantics and coordinate units remain UNKNOWN; runtime excludes shared representation build
EXP-LN-A1-CONCAT-KMEANS-S2718,,P3C-LN_A1-CONCAT,P3C_INFRASTRUCTURE_VALIDATION,SUCCEEDED,10x_human_lymph_node_A1,PHASE1D_SHA256_MANIFEST,PHASE_3C_CONFIG_FREEZE_2026-09-12,NOT_APPLICABLE_UNSUPERVISED_FULL_DATA,"{""clustering"": 2718, ""metric_subsample"": 0, ""numpy"": 2718, ""python"": 2718, ""representation"": 0}",BASE_CONCAT,BASE_CONCAT,transparent_baseline,8b5e9d239e910ca0a1efa496442b6d898fc0f6b2,08_experiments/EXP-LN-A1-CONCAT-KMEANS-S2718/config.yaml,08_experiments/EXP-LN-A1-CONCAT-KMEANS-S2718/embedding.npz,common_KMeans_clustering,08_experiments/EXP-LN-A1-CONCAT-KMEANS-S2718/metrics.json,6.536829083997873,08_experiments/EXP-LN-A1-CONCAT-KMEANS-S2718/environment.json,08_experiments/EXP-LN-A1-CONCAT-KMEANS-S2718/saved_artifacts_manifest.json,08_experiments/EXP-LN-A1-CONCAT-KMEANS-S2718/metrics.json,R3_PROJECT_DATA_BASELINE,08_experiments/EXP-LN-A1-CONCAT-KMEANS-S2718/provenance.json,2026-09-11T19:24:15.228222+00:00,2026-09-11T19:24:21.765373+00:00,SCIENTIFIC_BASELINE_RUN; K from reference annotation count is privileged; source X semantics and coordinate units remain UNKNOWN; runtime excludes shared representation build
EXP-LN-A1-CONCAT-KMEANS-S31415,,P3C-LN_A1-CONCAT,P3C_INFRASTRUCTURE_VALIDATION,SUCCEEDED,10x_human_lymph_node_A1,PHASE1D_SHA256_MANIFEST,PHASE_3C_CONFIG_FREEZE_2026-09-12,NOT_APPLICABLE_UNSUPERVISED_FULL_DATA,"{""clustering"": 31415, ""metric_subsample"": 0, ""numpy"": 31415, ""python"": 31415, ""representation"": 0}",BASE_CONCAT,BASE_CONCAT,transparent_baseline,8b5e9d239e910ca0a1efa496442b6d898fc0f6b2,08_experiments/EXP-LN-A1-CONCAT-KMEANS-S31415/config.yaml,08_experiments/EXP-LN-A1-CONCAT-KMEANS-S31415/embedding.npz,common_KMeans_clustering,08_experiments/EXP-LN-A1-CONCAT-KMEANS-S31415/metrics.json,6.811262083996553,08_experiments/EXP-LN-A1-CONCAT-KMEANS-S31415/environment.json,08_experiments/EXP-LN-A1-CONCAT-KMEANS-S31415/saved_artifacts_manifest.json,08_experiments/EXP-LN-A1-CONCAT-KMEANS-S31415/metrics.json,R3_PROJECT_DATA_BASELINE,08_experiments/EXP-LN-A1-CONCAT-KMEANS-S31415/provenance.json,2026-09-11T19:24:21.839041+00:00,2026-09-11T19:24:28.650547+00:00,SCIENTIFIC_BASELINE_RUN; K from reference annotation count is privileged; source X semantics and coordinate units remain UNKNOWN; runtime excludes shared representation build
EXP-LN-D1-RNA-KMEANS-S1729,,P3C-LN_D1-RNA,P3C_INFRASTRUCTURE_VALIDATION,SUCCEEDED,10x_human_lymph_node_D1,PHASE1D_SHA256_MANIFEST,PHASE_3C_CONFIG_FREEZE_2026-09-12,NOT_APPLICABLE_UNSUPERVISED_FULL_DATA,"{""clustering"": 1729, ""metric_subsample"": 0, ""numpy"": 1729, ""python"": 1729, ""representation"": 0}",BASE_RNA,BASE_RNA,transparent_baseline,8b5e9d239e910ca0a1efa496442b6d898fc0f6b2,08_experiments/EXP-LN-D1-RNA-KMEANS-S1729/config.yaml,08_experiments/EXP-LN-D1-RNA-KMEANS-S1729/embedding.npz,common_KMeans_clustering,08_experiments/EXP-LN-D1-RNA-KMEANS-S1729/metrics.json,8.15341433401045,08_experiments/EXP-LN-D1-RNA-KMEANS-S1729/environment.json,08_experiments/EXP-LN-D1-RNA-KMEANS-S1729/saved_artifacts_manifest.json,08_experiments/EXP-LN-D1-RNA-KMEANS-S1729/metrics.json,R3_PROJECT_DATA_BASELINE,08_experiments/EXP-LN-D1-RNA-KMEANS-S1729/provenance.json,2026-09-11T19:24:29.027516+00:00,2026-09-11T19:24:37.181193+00:00,SCIENTIFIC_BASELINE_RUN; K from reference annotation count is privileged; source X semantics and coordinate units remain UNKNOWN; runtime excludes shared representation build
EXP-LN-D1-RNA-KMEANS-S2718,,P3C-LN_D1-RNA,P3C_INFRASTRUCTURE_VALIDATION,SUCCEEDED,10x_human_lymph_node_D1,PHASE1D_SHA256_MANIFEST,PHASE_3C_CONFIG_FREEZE_2026-09-12,NOT_APPLICABLE_UNSUPERVISED_FULL_DATA,"{""clustering"": 2718, ""metric_subsample"": 0, ""numpy"": 2718, ""python"": 2718, ""representation"": 0}",BASE_RNA,BASE_RNA,transparent_baseline,8b5e9d239e910ca0a1efa496442b6d898fc0f6b2,08_experiments/EXP-LN-D1-RNA-KMEANS-S2718/config.yaml,08_experiments/EXP-LN-D1-RNA-KMEANS-S2718/embedding.npz,common_KMeans_clustering,08_experiments/EXP-LN-D1-RNA-KMEANS-S2718/metrics.json,9.47835733401007,08_experiments/EXP-LN-D1-RNA-KMEANS-S2718/environment.json,08_experiments/EXP-LN-D1-RNA-KMEANS-S2718/saved_artifacts_manifest.json,08_experiments/EXP-LN-D1-RNA-KMEANS-S2718/metrics.json,R3_PROJECT_DATA_BASELINE,08_experiments/EXP-LN-D1-RNA-KMEANS-S2718/provenance.json,2026-09-11T19:24:37.256581+00:00,2026-09-11T19:24:46.735245+00:00,SCIENTIFIC_BASELINE_RUN; K from reference annotation count is privileged; source X semantics and coordinate units remain UNKNOWN; runtime excludes shared representation build
EXP-LN-D1-RNA-KMEANS-S31415,,P3C-LN_D1-RNA,P3C_INFRASTRUCTURE_VALIDATION,SUCCEEDED,10x_human_lymph_node_D1,PHASE1D_SHA256_MANIFEST,PHASE_3C_CONFIG_FREEZE_2026-09-12,NOT_APPLICABLE_UNSUPERVISED_FULL_DATA,"{""clustering"": 31415, ""metric_subsample"": 0, ""numpy"": 31415, ""python"": 31415, ""representation"": 0}",BASE_RNA,BASE_RNA,transparent_baseline,8b5e9d239e910ca0a1efa496442b6d898fc0f6b2,08_experiments/EXP-LN-D1-RNA-KMEANS-S31415/config.yaml,08_experiments/EXP-LN-D1-RNA-KMEANS-S31415/embedding.npz,common_KMeans_clustering,08_experiments/EXP-LN-D1-RNA-KMEANS-S31415/metrics.json,9.435225082997931,08_experiments/EXP-LN-D1-RNA-KMEANS-S31415/environment.json,08_experiments/EXP-LN-D1-RNA-KMEANS-S31415/saved_artifacts_manifest.json,08_experiments/EXP-LN-D1-RNA-KMEANS-S31415/metrics.json,R3_PROJECT_DATA_BASELINE,08_experiments/EXP-LN-D1-RNA-KMEANS-S31415/provenance.json,2026-09-11T19:24:46.821378+00:00,2026-09-11T19:24:56.256903+00:00,SCIENTIFIC_BASELINE_RUN; K from reference annotation count is privileged; source X semantics and coordinate units remain UNKNOWN; runtime excludes shared representation build
EXP-LN-D1-PCA-KMEANS-S1729,,P3C-LN_D1-PCA,P3C_INFRASTRUCTURE_VALIDATION,SUCCEEDED,10x_human_lymph_node_D1,PHASE1D_SHA256_MANIFEST,PHASE_3C_CONFIG_FREEZE_2026-09-12,NOT_APPLICABLE_UNSUPERVISED_FULL_DATA,"{""clustering"": 1729, ""metric_subsample"": 0, ""numpy"": 1729, ""python"": 1729, ""representation"": 0}",PCA_CLASSICAL,PCA_CLASSICAL,transparent_baseline,8b5e9d239e910ca0a1efa496442b6d898fc0f6b2,08_experiments/EXP-LN-D1-PCA-KMEANS-S1729/config.yaml,08_experiments/EXP-LN-D1-PCA-KMEANS-S1729/embedding.npz,common_KMeans_clustering,08_experiments/EXP-LN-D1-PCA-KMEANS-S1729/metrics.json,0.18362866698589642,08_experiments/EXP-LN-D1-PCA-KMEANS-S1729/environment.json,08_experiments/EXP-LN-D1-PCA-KMEANS-S1729/saved_artifacts_manifest.json,08_experiments/EXP-LN-D1-PCA-KMEANS-S1729/metrics.json,R3_PROJECT_DATA_BASELINE,08_experiments/EXP-LN-D1-PCA-KMEANS-S1729/provenance.json,2026-09-11T19:24:56.333592+00:00,2026-09-11T19:24:56.517429+00:00,SCIENTIFIC_BASELINE_RUN; K from reference annotation count is privileged; source X semantics and coordinate units remain UNKNOWN; runtime excludes shared representation build
EXP-LN-D1-PCA-KMEANS-S2718,,P3C-LN_D1-PCA,P3C_INFRASTRUCTURE_VALIDATION,SUCCEEDED,10x_human_lymph_node_D1,PHASE1D_SHA256_MANIFEST,PHASE_3C_CONFIG_FREEZE_2026-09-12,NOT_APPLICABLE_UNSUPERVISED_FULL_DATA,"{""clustering"": 2718, ""metric_subsample"": 0, ""numpy"": 2718, ""python"": 2718, ""representation"": 0}",PCA_CLASSICAL,PCA_CLASSICAL,transparent_baseline,8b5e9d239e910ca0a1efa496442b6d898fc0f6b2,08_experiments/EXP-LN-D1-PCA-KMEANS-S2718/config.yaml,08_experiments/EXP-LN-D1-PCA-KMEANS-S2718/embedding.npz,common_KMeans_clustering,08_experiments/EXP-LN-D1-PCA-KMEANS-S2718/metrics.json,0.17178666598920245,08_experiments/EXP-LN-D1-PCA-KMEANS-S2718/environment.json,08_experiments/EXP-LN-D1-PCA-KMEANS-S2718/saved_artifacts_manifest.json,08_experiments/EXP-LN-D1-PCA-KMEANS-S2718/metrics.json,R3_PROJECT_DATA_BASELINE,08_experiments/EXP-LN-D1-PCA-KMEANS-S2718/provenance.json,2026-09-11T19:24:56.581887+00:00,2026-09-11T19:24:56.753860+00:00,SCIENTIFIC_BASELINE_RUN; K from reference annotation count is privileged; source X semantics and coordinate units remain UNKNOWN; runtime excludes shared representation build
EXP-LN-D1-PCA-KMEANS-S31415,,P3C-LN_D1-PCA,P3C_INFRASTRUCTURE_VALIDATION,SUCCEEDED,10x_human_lymph_node_D1,PHASE1D_SHA256_MANIFEST,PHASE_3C_CONFIG_FREEZE_2026-09-12,NOT_APPLICABLE_UNSUPERVISED_FULL_DATA,"{""clustering"": 31415, ""metric_subsample"": 0, ""numpy"": 31415, ""python"": 31415, ""representation"": 0}",PCA_CLASSICAL,PCA_CLASSICAL,transparent_baseline,8b5e9d239e910ca0a1efa496442b6d898fc0f6b2,08_experiments/EXP-LN-D1-PCA-KMEANS-S31415/config.yaml,08_experiments/EXP-LN-D1-PCA-KMEANS-S31415/embedding.npz,common_KMeans_clustering,08_experiments/EXP-LN-D1-PCA-KMEANS-S31415/metrics.json,0.17435562500031665,08_experiments/EXP-LN-D1-PCA-KMEANS-S31415/environment.json,08_experiments/EXP-LN-D1-PCA-KMEANS-S31415/saved_artifacts_manifest.json,08_experiments/EXP-LN-D1-PCA-KMEANS-S31415/metrics.json,R3_PROJECT_DATA_BASELINE,08_experiments/EXP-LN-D1-PCA-KMEANS-S31415/provenance.json,2026-09-11T19:24:56.815749+00:00,2026-09-11T19:24:56.990299+00:00,SCIENTIFIC_BASELINE_RUN; K from reference annotation count is privileged; source X semantics and coordinate units remain UNKNOWN; runtime excludes shared representation build
EXP-LN-D1-SPACE-KMEANS-S1729,,P3C-LN_D1-SPACE,P3C_INFRASTRUCTURE_VALIDATION,SUCCEEDED,10x_human_lymph_node_D1,PHASE1D_SHA256_MANIFEST,PHASE_3C_CONFIG_FREEZE_2026-09-12,NOT_APPLICABLE_UNSUPERVISED_FULL_DATA,"{""clustering"": 1729, ""metric_subsample"": 0, ""numpy"": 1729, ""python"": 1729, ""representation"": 0}",BASE_SPACE,BASE_SPACE,transparent_baseline,8b5e9d239e910ca0a1efa496442b6d898fc0f6b2,08_experiments/EXP-LN-D1-SPACE-KMEANS-S1729/config.yaml,08_experiments/EXP-LN-D1-SPACE-KMEANS-S1729/embedding.npz,common_KMeans_clustering,08_experiments/EXP-LN-D1-SPACE-KMEANS-S1729/metrics.json,0.07704258299781941,08_experiments/EXP-LN-D1-SPACE-KMEANS-S1729/environment.json,08_experiments/EXP-LN-D1-SPACE-KMEANS-S1729/saved_artifacts_manifest.json,08_experiments/EXP-LN-D1-SPACE-KMEANS-S1729/metrics.json,R3_PROJECT_DATA_BASELINE,08_experiments/EXP-LN-D1-SPACE-KMEANS-S1729/provenance.json,2026-09-11T19:24:57.049534+00:00,2026-09-11T19:24:57.126785+00:00,SCIENTIFIC_BASELINE_RUN; K from reference annotation count is privileged; source X semantics and coordinate units remain UNKNOWN; runtime excludes shared representation build
EXP-LN-D1-SPACE-KMEANS-S2718,,P3C-LN_D1-SPACE,P3C_INFRASTRUCTURE_VALIDATION,SUCCEEDED,10x_human_lymph_node_D1,PHASE1D_SHA256_MANIFEST,PHASE_3C_CONFIG_FREEZE_2026-09-12,NOT_APPLICABLE_UNSUPERVISED_FULL_DATA,"{""clustering"": 2718, ""metric_subsample"": 0, ""numpy"": 2718, ""python"": 2718, ""representation"": 0}",BASE_SPACE,BASE_SPACE,transparent_baseline,8b5e9d239e910ca0a1efa496442b6d898fc0f6b2,08_experiments/EXP-LN-D1-SPACE-KMEANS-S2718/config.yaml,08_experiments/EXP-LN-D1-SPACE-KMEANS-S2718/embedding.npz,common_KMeans_clustering,08_experiments/EXP-LN-D1-SPACE-KMEANS-S2718/metrics.json,0.0837889589893166,08_experiments/EXP-LN-D1-SPACE-KMEANS-S2718/environment.json,08_experiments/EXP-LN-D1-SPACE-KMEANS-S2718/saved_artifacts_manifest.json,08_experiments/EXP-LN-D1-SPACE-KMEANS-S2718/metrics.json,R3_PROJECT_DATA_BASELINE,08_experiments/EXP-LN-D1-SPACE-KMEANS-S2718/provenance.json,2026-09-11T19:24:57.182700+00:00,2026-09-11T19:24:57.266692+00:00,SCIENTIFIC_BASELINE_RUN; K from reference annotation count is privileged; source X semantics and coordinate units remain UNKNOWN; runtime excludes shared representation build
EXP-LN-D1-SPACE-KMEANS-S31415,,P3C-LN_D1-SPACE,P3C_INFRASTRUCTURE_VALIDATION,SUCCEEDED,10x_human_lymph_node_D1,PHASE1D_SHA256_MANIFEST,PHASE_3C_CONFIG_FREEZE_2026-09-12,NOT_APPLICABLE_UNSUPERVISED_FULL_DATA,"{""clustering"": 31415, ""metric_subsample"": 0, ""numpy"": 31415, ""python"": 31415, ""representation"": 0}",BASE_SPACE,BASE_SPACE,transparent_baseline,8b5e9d239e910ca0a1efa496442b6d898fc0f6b2,08_experiments/EXP-LN-D1-SPACE-KMEANS-S31415/config.yaml,08_experiments/EXP-LN-D1-SPACE-KMEANS-S31415/embedding.npz,common_KMeans_clustering,08_experiments/EXP-LN-D1-SPACE-KMEANS-S31415/metrics.json,0.08444854199478868,08_experiments/EXP-LN-D1-SPACE-KMEANS-S31415/environment.json,08_experiments/EXP-LN-D1-SPACE-KMEANS-S31415/saved_artifacts_manifest.json,08_experiments/EXP-LN-D1-SPACE-KMEANS-S31415/metrics.json,R3_PROJECT_DATA_BASELINE,08_experiments/EXP-LN-D1-SPACE-KMEANS-S31415/provenance.json,2026-09-11T19:24:57.322492+00:00,2026-09-11T19:24:57.407133+00:00,SCIENTIFIC_BASELINE_RUN; K from reference annotation count is privileged; source X semantics and coordinate units remain UNKNOWN; runtime excludes shared representation build
EXP-LN-D1-ADT-KMEANS-S1729,,P3C-LN_D1-ADT,P3C_INFRASTRUCTURE_VALIDATION,SUCCEEDED,10x_human_lymph_node_D1,PHASE1D_SHA256_MANIFEST,PHASE_3C_CONFIG_FREEZE_2026-09-12,NOT_APPLICABLE_UNSUPERVISED_FULL_DATA,"{""clustering"": 1729, ""metric_subsample"": 0, ""numpy"": 1729, ""python"": 1729, ""representation"": 0}",BASE_SECOND,BASE_SECOND,transparent_baseline,8b5e9d239e910ca0a1efa496442b6d898fc0f6b2,08_experiments/EXP-LN-D1-ADT-KMEANS-S1729/config.yaml,08_experiments/EXP-LN-D1-ADT-KMEANS-S1729/embedding.npz,common_KMeans_clustering,08_experiments/EXP-LN-D1-ADT-KMEANS-S1729/metrics.json,0.15270654199412093,08_experiments/EXP-LN-D1-ADT-KMEANS-S1729/environment.json,08_experiments/EXP-LN-D1-ADT-KMEANS-S1729/saved_artifacts_manifest.json,08_experiments/EXP-LN-D1-ADT-KMEANS-S1729/metrics.json,R3_PROJECT_DATA_BASELINE,08_experiments/EXP-LN-D1-ADT-KMEANS-S1729/provenance.json,2026-09-11T19:24:57.465718+00:00,2026-09-11T19:24:57.618654+00:00,SCIENTIFIC_BASELINE_RUN; K from reference annotation count is privileged; source X semantics and coordinate units remain UNKNOWN; runtime excludes shared representation build
EXP-LN-D1-ADT-KMEANS-S2718,,P3C-LN_D1-ADT,P3C_INFRASTRUCTURE_VALIDATION,SUCCEEDED,10x_human_lymph_node_D1,PHASE1D_SHA256_MANIFEST,PHASE_3C_CONFIG_FREEZE_2026-09-12,NOT_APPLICABLE_UNSUPERVISED_FULL_DATA,"{""clustering"": 2718, ""metric_subsample"": 0, ""numpy"": 2718, ""python"": 2718, ""representation"": 0}",BASE_SECOND,BASE_SECOND,transparent_baseline,8b5e9d239e910ca0a1efa496442b6d898fc0f6b2,08_experiments/EXP-LN-D1-ADT-KMEANS-S2718/config.yaml,08_experiments/EXP-LN-D1-ADT-KMEANS-S2718/embedding.npz,common_KMeans_clustering,08_experiments/EXP-LN-D1-ADT-KMEANS-S2718/metrics.json,0.155706082994584,08_experiments/EXP-LN-D1-ADT-KMEANS-S2718/environment.json,08_experiments/EXP-LN-D1-ADT-KMEANS-S2718/saved_artifacts_manifest.json,08_experiments/EXP-LN-D1-ADT-KMEANS-S2718/metrics.json,R3_PROJECT_DATA_BASELINE,08_experiments/EXP-LN-D1-ADT-KMEANS-S2718/provenance.json,2026-09-11T19:24:57.684774+00:00,2026-09-11T19:24:57.840712+00:00,SCIENTIFIC_BASELINE_RUN; K from reference annotation count is privileged; source X semantics and coordinate units remain UNKNOWN; runtime excludes shared representation build
EXP-LN-D1-ADT-KMEANS-S31415,,P3C-LN_D1-ADT,P3C_INFRASTRUCTURE_VALIDATION,SUCCEEDED,10x_human_lymph_node_D1,PHASE1D_SHA256_MANIFEST,PHASE_3C_CONFIG_FREEZE_2026-09-12,NOT_APPLICABLE_UNSUPERVISED_FULL_DATA,"{""clustering"": 31415, ""metric_subsample"": 0, ""numpy"": 31415, ""python"": 31415, ""representation"": 0}",BASE_SECOND,BASE_SECOND,transparent_baseline,8b5e9d239e910ca0a1efa496442b6d898fc0f6b2,08_experiments/EXP-LN-D1-ADT-KMEANS-S31415/config.yaml,08_experiments/EXP-LN-D1-ADT-KMEANS-S31415/embedding.npz,common_KMeans_clustering,08_experiments/EXP-LN-D1-ADT-KMEANS-S31415/metrics.json,0.15578141699370462,08_experiments/EXP-LN-D1-ADT-KMEANS-S31415/environment.json,08_experiments/EXP-LN-D1-ADT-KMEANS-S31415/saved_artifacts_manifest.json,08_experiments/EXP-LN-D1-ADT-KMEANS-S31415/metrics.json,R3_PROJECT_DATA_BASELINE,08_experiments/EXP-LN-D1-ADT-KMEANS-S31415/provenance.json,2026-09-11T19:24:57.907182+00:00,2026-09-11T19:24:58.063157+00:00,SCIENTIFIC_BASELINE_RUN; K from reference annotation count is privileged; source X semantics and coordinate units remain UNKNOWN; runtime excludes shared representation build
EXP-LN-D1-CONCAT-KMEANS-S1729,,P3C-LN_D1-CONCAT,P3C_INFRASTRUCTURE_VALIDATION,SUCCEEDED,10x_human_lymph_node_D1,PHASE1D_SHA256_MANIFEST,PHASE_3C_CONFIG_FREEZE_2026-09-12,NOT_APPLICABLE_UNSUPERVISED_FULL_DATA,"{""clustering"": 1729, ""metric_subsample"": 0, ""numpy"": 1729, ""python"": 1729, ""representation"": 0}",BASE_CONCAT,BASE_CONCAT,transparent_baseline,8b5e9d239e910ca0a1efa496442b6d898fc0f6b2,08_experiments/EXP-LN-D1-CONCAT-KMEANS-S1729/config.yaml,08_experiments/EXP-LN-D1-CONCAT-KMEANS-S1729/embedding.npz,common_KMeans_clustering,08_experiments/EXP-LN-D1-CONCAT-KMEANS-S1729/metrics.json,6.51446637501067,08_experiments/EXP-LN-D1-CONCAT-KMEANS-S1729/environment.json,08_experiments/EXP-LN-D1-CONCAT-KMEANS-S1729/saved_artifacts_manifest.json,08_experiments/EXP-LN-D1-CONCAT-KMEANS-S1729/metrics.json,R3_PROJECT_DATA_BASELINE,08_experiments/EXP-LN-D1-CONCAT-KMEANS-S1729/provenance.json,2026-09-11T19:24:58.132285+00:00,2026-09-11T19:25:04.646996+00:00,SCIENTIFIC_BASELINE_RUN; K from reference annotation count is privileged; source X semantics and coordinate units remain UNKNOWN; runtime excludes shared representation build
EXP-LN-D1-CONCAT-KMEANS-S2718,,P3C-LN_D1-CONCAT,P3C_INFRASTRUCTURE_VALIDATION,SUCCEEDED,10x_human_lymph_node_D1,PHASE1D_SHA256_MANIFEST,PHASE_3C_CONFIG_FREEZE_2026-09-12,NOT_APPLICABLE_UNSUPERVISED_FULL_DATA,"{""clustering"": 2718, ""metric_subsample"": 0, ""numpy"": 2718, ""python"": 2718, ""representation"": 0}",BASE_CONCAT,BASE_CONCAT,transparent_baseline,8b5e9d239e910ca0a1efa496442b6d898fc0f6b2,08_experiments/EXP-LN-D1-CONCAT-KMEANS-S2718/config.yaml,08_experiments/EXP-LN-D1-CONCAT-KMEANS-S2718/embedding.npz,common_KMeans_clustering,08_experiments/EXP-LN-D1-CONCAT-KMEANS-S2718/metrics.json,7.511949833002291,08_experiments/EXP-LN-D1-CONCAT-KMEANS-S2718/environment.json,08_experiments/EXP-LN-D1-CONCAT-KMEANS-S2718/saved_artifacts_manifest.json,08_experiments/EXP-LN-D1-CONCAT-KMEANS-S2718/metrics.json,R3_PROJECT_DATA_BASELINE,08_experiments/EXP-LN-D1-CONCAT-KMEANS-S2718/provenance.json,2026-09-11T19:25:04.724886+00:00,2026-09-11T19:25:12.237103+00:00,SCIENTIFIC_BASELINE_RUN; K from reference annotation count is privileged; source X semantics and coordinate units remain UNKNOWN; runtime excludes shared representation build
EXP-LN-D1-CONCAT-KMEANS-S31415,,P3C-LN_D1-CONCAT,P3C_INFRASTRUCTURE_VALIDATION,SUCCEEDED,10x_human_lymph_node_D1,PHASE1D_SHA256_MANIFEST,PHASE_3C_CONFIG_FREEZE_2026-09-12,NOT_APPLICABLE_UNSUPERVISED_FULL_DATA,"{""clustering"": 31415, ""metric_subsample"": 0, ""numpy"": 31415, ""python"": 31415, ""representation"": 0}",BASE_CONCAT,BASE_CONCAT,transparent_baseline,8b5e9d239e910ca0a1efa496442b6d898fc0f6b2,08_experiments/EXP-LN-D1-CONCAT-KMEANS-S31415/config.yaml,08_experiments/EXP-LN-D1-CONCAT-KMEANS-S31415/embedding.npz,common_KMeans_clustering,08_experiments/EXP-LN-D1-CONCAT-KMEANS-S31415/metrics.json,7.893806540989317,08_experiments/EXP-LN-D1-CONCAT-KMEANS-S31415/environment.json,08_experiments/EXP-LN-D1-CONCAT-KMEANS-S31415/saved_artifacts_manifest.json,08_experiments/EXP-LN-D1-CONCAT-KMEANS-S31415/metrics.json,R3_PROJECT_DATA_BASELINE,08_experiments/EXP-LN-D1-CONCAT-KMEANS-S31415/provenance.json,2026-09-11T19:25:12.325227+00:00,2026-09-11T19:25:20.219309+00:00,SCIENTIFIC_BASELINE_RUN; K from reference annotation count is privileged; source X semantics and coordinate units remain UNKNOWN; runtime excludes shared representation build
